Date,Method,Name,ISA,Precision,Threads,AI,Gflops,Bandwidth,Time
2025-06-23 08:19:58,DR,ls,,,0,0,0,0.6674,0.001987
2025-06-23 08:21:31,DR,ls,,,0,0,0,0.6842,0.001938
2025-06-23 08:21:52,DR,ls,,,0,0,0,0.6462,0.002074
2025-06-23 08:22:25,DR,ls,,,0,0,0,0.6487,0.002065
2025-06-23 08:22:34,DR,ls,,,0,0,0,0.6444,0.002079
