Date,Method,Name,ISA,Precision,Threads,AI,Gflops,Bandwidth,Time
2024-11-12 13:08:07,PMU,ls,,dp,0,0,0,1.9177,0.5299
2024-11-12 13:09:09,PMU,ls,,dp,0,0,0,1.6479,0.6483
